f1-Re,f1-Im,f2-Re,f2-Im,f3-Re,f3-Im,f4-Re,f4-Im,f5-Re,f5-Im,f6-Re,f6-Im,f7-Re,f7-Im,f8-Re,f8-Im,f9-Re,f9-Im,f10-Re,f10-Im,f11-Re,f11-Im,f12-Re,f12-Im,f13-Re,f13-Im,f14-Re,f14-Im,f15-Re,f15-Im,f16-Re,f16-Im,f17-Re,f17-Im,f18-Re,f18-Im,f19-Re,f19-Im,f20-Re,f20-Im,f21-Re,f21-Im,f22-Re,f22-Im,f23-Re,f23-Im,f24-Re,f24-Im,f25-Re,f25-Im,f26-Re,f26-Im,f27-Re,f27-Im,f28-Re,f28-Im,SoC,Battery,cycle
0.17804,-0.070727,0.152325,-0.053398,0.141388,-0.044029,0.131082,-0.0342861,0.12386,-0.0274539,0.12095,-0.0248187,0.113408,-0.018405,0.109836,-0.0156141,0.106071,-0.0128566,0.103147,-0.010929,0.101905,-0.0102105,0.0984009,-0.00852015,0.0965395,-0.00785217,0.0943228,-0.00720107,0.0924349,-0.00677864,0.0915686,-0.00658989,0.0912384,-0.00655466,0.0888445,-0.00644343,0.0873741,-0.00653654,0.0845946,-0.00692574,0.083309,-0.00707239,0.0823294,-0.00719822,0.0818974,-0.00723859,0.078732,-0.00754603,0.076759,-0.00763265,0.0740768,-0.00764583,0.0714129,-0.00750689,0.0700966,-0.0073288,20,B03,1
0.174709,-0.065938,0.14993,-0.0507189,0.139319,-0.0420642,0.129327,-0.032889,0.122341,-0.0263861,0.119517,-0.0238659,0.112226,-0.017716,0.108784,-0.0150223,0.105148,-0.0123608,0.102339,-0.0105025,0.101149,-0.00980563,0.0978092,-0.00819796,0.0960303,-0.00756616,0.0939057,-0.00698716,0.0920652,-0.00660088,0.0912218,-0.00647815,0.0908634,-0.00641452,0.0885293,-0.00632238,0.0870698,-0.00648463,0.0842967,-0.0068673,0.0829949,-0.00705264,0.0820353,-0.00716163,0.0816027,-0.0072182,0.07843,-0.00750966,0.0764484,-0.00758614,0.0738007,-0.00761542,0.0711257,-0.00744559,0.0697979,-0.00728109,25,B03,1
0.171263,-0.0634327,0.147114,-0.0488265,0.136821,-0.0404458,0.127193,-0.0315537,0.120483,-0.0252946,0.117785,-0.0228626,0.110814,-0.0169509,0.107528,-0.0143682,0.104054,-0.0117898,0.101384,-0.0100079,0.10026,-0.0093285,0.0971108,-0.00779585,0.095437,-0.00721935,0.0934021,-0.00669269,0.0916325,-0.00636697,0.0908199,-0.00628465,0.0904642,-0.00625986,0.0881603,-0.00622344,0.086705,-0.00640903,0.0839418,-0.0068282,0.0826833,-0.00701113,0.0817255,-0.00712409,0.0812806,-0.00718917,0.0781116,-0.00746503,0.0761134,-0.00756318,0.0734587,-0.00759351,0.0707871,-0.00742313,0.0694523,-0.0072276,30,B03,1
0.168544,-0.0608408,0.144978,-0.0471855,0.134953,-0.0391738,0.125592,-0.0305697,0.119103,-0.0244769,0.116502,-0.0221179,0.109778,-0.0163701,0.106612,-0.0138459,0.10329,-0.0113547,0.100728,-0.00961774,0.0996418,-0.00895384,0.0966445,-0.00748623,0.0950436,-0.0069395,0.0930997,-0.00645543,0.0913806,-0.00619413,0.0905826,-0.00610393,0.0902733,-0.00610387,0.087978,-0.00613149,0.0865597,-0.00631124,0.0838172,-0.00676033,0.0825626,-0.00697001,0.0815937,-0.00707732,0.0811309,-0.00712811,0.078036,-0.00745075,0.0760217,-0.00754761,0.0733668,-0.00758313,0.070674,-0.00740022,0.0693589,-0.00720464,35,B03,1
0.165804,-0.0590012,0.142686,-0.0458702,0.132917,-0.0380531,0.123829,-0.0296077,0.117592,-0.0236369,0.115092,-0.0213323,0.108658,-0.0157146,0.105639,-0.013259,0.102481,-0.0108368,0.100058,-0.00915782,0.0990246,-0.00851649,0.0962011,-0.00711093,0.0947004,-0.00661189,0.0928709,-0.0061974,0.0912243,-0.00594263,0.0904612,-0.00591935,0.0901538,-0.00592604,0.0879303,-0.00600583,0.0865237,-0.00620362,0.0838164,-0.00667624,0.0825749,-0.00688055,0.0816166,-0.00701705,0.0812019,-0.00706678,0.0780582,-0.00739101,0.0760776,-0.00751941,0.0734262,-0.00758745,0.0707219,-0.00739433,0.0694133,-0.00721377,40,B03,1
0.164271,-0.0586692,0.141135,-0.0453309,0.131461,-0.0374473,0.122568,-0.0290149,0.116499,-0.0230796,0.114082,-0.0207947,0.107858,-0.0152581,0.104954,-0.0128503,0.101906,-0.0104732,0.0995905,-0.00881914,0.0986079,-0.00819323,0.0959084,-0.00682456,0.0944879,-0.0063484,0.0927406,-0.00596823,0.0911568,-0.00577341,0.0904301,-0.00573507,0.0901236,-0.00577511,0.0879674,-0.00589834,0.0865794,-0.00610904,0.083877,-0.00659845,0.0826504,-0.00681211,0.0816857,-0.00696794,0.0812749,-0.00703336,0.0781852,-0.00734519,0.0762014,-0.00752213,0.0735267,-0.0075846,0.0708216,-0.00742069,0.0695111,-0.00724093,45,B03,1
0.161713,-0.0556144,0.139263,-0.0435958,0.129865,-0.0361575,0.121218,-0.0280315,0.115342,-0.0222825,0.113019,-0.0200765,0.107029,-0.0146978,0.104245,-0.0123738,0.101307,-0.0100629,0.0990828,-0.00845966,0.0981495,-0.00785285,0.0955788,-0.00651959,0.0942173,-0.00606223,0.092569,-0.00571716,0.0910855,-0.00559435,0.0903529,-0.00556036,0.0900603,-0.00556779,0.0879618,-0.00576735,0.0865542,-0.00601243,0.0839445,-0.00652372,0.0827474,-0.00675791,0.0818002,-0.00690241,0.0813776,-0.00698016,0.0782592,-0.00732733,0.0762937,-0.00747794,0.0736508,-0.00756556,0.0709514,-0.00743182,0.0696456,-0.00726152,50,B03,1
0.160155,-0.0547896,0.13797,-0.0430412,0.1287,-0.0356571,0.120214,-0.0275651,0.114491,-0.0218483,0.112223,-0.0196438,0.10643,-0.0143301,0.103728,-0.0120266,0.100909,-0.00976323,0.0987614,-0.00817577,0.0978709,-0.00758932,0.0954275,-0.00628743,0.0941097,-0.0058347,0.092518,-0.00549699,0.0910889,-0.00538404,0.0904278,-0.00540265,0.0901013,-0.00539935,0.0880652,-0.00561588,0.0867172,-0.00586684,0.0841117,-0.00647315,0.0829259,-0.00670658,0.0819463,-0.00688409,0.0815345,-0.00694994,0.0784763,-0.00731751,0.0764814,-0.00751027,0.0738257,-0.00760873,0.0711222,-0.0074778,0.0697816,-0.00733065,55,B03,1
0.192417,-0.0893126,0.164096,-0.0647309,0.151828,-0.0527582,0.14011,-0.0408123,0.131762,-0.032586,0.128353,-0.0294169,0.119532,-0.0218448,0.115326,-0.0185802,0.110799,-0.0153819,0.107251,-0.0131394,0.105717,-0.0122819,0.101411,-0.0101966,0.0991316,-0.00924905,0.0965303,-0.00822321,0.0944198,-0.007471,0.0935136,-0.00722597,0.0931403,-0.0071087,0.0906984,-0.00677589,0.0891321,-0.0068537,0.0862989,-0.00712564,0.0849832,-0.00726261,0.0840163,-0.00735835,0.0835565,-0.00740274,0.0803892,-0.0076568,0.0783818,-0.00774043,0.075751,-0.00782125,0.0730858,-0.00778932,0.0717277,-0.00768874,5,B03,1
0.159499,-0.0567662,0.137089,-0.0439607,0.127817,-0.0361563,0.11941,-0.0277237,0.113779,-0.021824,0.111567,-0.0195753,0.105892,-0.0141629,0.103262,-0.0118384,0.100521,-0.00955339,0.098448,-0.00797323,0.0975914,-0.00738382,0.0952282,-0.00606447,0.0939929,-0.00564082,0.0925025,-0.00535355,0.0911191,-0.00525368,0.0904425,-0.00528626,0.0901678,-0.00526146,0.0881602,-0.00553252,0.08684,-0.00584132,0.084268,-0.00641789,0.0830144,-0.00668624,0.0821215,-0.00682812,0.0816919,-0.00692726,0.0786129,-0.0072947,0.0766567,-0.00748916,0.0739759,-0.00760732,0.0712984,-0.00749899,0.0699618,-0.00735531,60,B03,1
0.160492,-0.0611578,0.137301,-0.0464883,0.127798,-0.0379291,0.119251,-0.0288584,0.113532,-0.02255,0.111294,-0.0201612,0.105594,-0.0144526,0.102958,-0.0120068,0.100223,-0.00962713,0.0981722,-0.00799134,0.097312,-0.0073697,0.094998,-0.00601649,0.0937775,-0.00553757,0.0923014,-0.00518844,0.0909774,-0.00512464,0.0903489,-0.00515099,0.0900571,-0.00516171,0.0881219,-0.00548764,0.0868262,-0.00574076,0.0842467,-0.00633888,0.0830364,-0.00658369,0.0821186,-0.00679805,0.0817024,-0.00685625,0.0786463,-0.0072848,0.076701,-0.00748867,0.0740352,-0.00758727,0.071326,-0.00750651,0.0699925,-0.00736572,65,B03,1
0.162264,-0.0653831,0.138006,-0.0488613,0.128163,-0.0396159,0.119318,-0.0299858,0.113434,-0.0233458,0.11114,-0.0208254,0.105303,-0.0148326,0.102623,-0.0122955,0.0998484,-0.00980657,0.0977634,-0.00808852,0.096911,-0.00746063,0.0945898,-0.00602371,0.0933909,-0.00551719,0.0919585,-0.00519613,0.0906393,-0.00505524,0.0900246,-0.00503855,0.0897298,-0.00505655,0.0878324,-0.00535986,0.0865759,-0.00561659,0.084028,-0.00623267,0.0828727,-0.00649937,0.0819643,-0.00665427,0.0815283,-0.00677839,0.0785454,-0.00719698,0.0766056,-0.00741091,0.0739682,-0.00754912,0.0712841,-0.00747866,0.0699303,-0.00730906,70,B03,1
0.159697,-0.0612516,0.136022,-0.0462479,0.126468,-0.037617,0.117935,-0.0285363,0.11228,-0.0222568,0.110071,-0.0198722,0.104478,-0.0141988,0.101901,-0.011778,0.0992372,-0.0094254,0.0972176,-0.0077941,0.0963903,-0.00718288,0.0941441,-0.00582176,0.0929823,-0.00534278,0.09158,-0.00500383,0.0903196,-0.00491545,0.0897115,-0.00493617,0.0894606,-0.00497285,0.0875669,-0.00526098,0.086348,-0.00553179,0.0838656,-0.00616981,0.0827154,-0.00641587,0.081824,-0.0065991,0.0814004,-0.00666114,0.0784102,-0.00712682,0.0765071,-0.00734157,0.0738734,-0.00749104,0.0711862,-0.00743305,0.0698713,-0.00727833,75,B03,1
0.156105,-0.0573069,0.133314,-0.0437471,0.12416,-0.0356694,0.116016,-0.0270744,0.110647,-0.0211023,0.108565,-0.0188402,0.103266,-0.0134653,0.100827,-0.0111773,0.098279,-0.00894253,0.0963805,-0.0074098,0.0955854,-0.0068258,0.0934462,-0.00553677,0.0923421,-0.00506574,0.0910379,-0.00478616,0.0898243,-0.00469274,0.0892544,-0.00472168,0.0890053,-0.00475539,0.0871997,-0.00510431,0.086,-0.00535311,0.0835878,-0.00604328,0.0824546,-0.00629853,0.0815838,-0.00650412,0.0811609,-0.00659025,0.0782212,-0.00701827,0.0763153,-0.00726859,0.0737039,-0.00744045,0.0710199,-0.00735829,0.0697141,-0.00722314,80,B03,1
0.153032,-0.0542812,0.131004,-0.0418139,0.122164,-0.0341418,0.114338,-0.0258917,0.109216,-0.0201545,0.107233,-0.017994,0.102205,-0.0128336,0.0998852,-0.0106538,0.0974695,-0.00852383,0.0956572,-0.00706402,0.0949017,-0.00651085,0.0928538,-0.00526177,0.091823,-0.00483629,0.0905678,-0.00454452,0.0894449,-0.00451642,0.0888741,-0.00451975,0.0886586,-0.00461406,0.0869272,-0.00491469,0.0857424,-0.00522601,0.0833922,-0.00595059,0.0822343,-0.00625153,0.0814059,-0.00640286,0.0809661,-0.00648709,0.0780652,-0.00701075,0.0761659,-0.00724214,0.0735666,-0.00742295,0.0708761,-0.00733281,0.0695733,-0.00717823,85,B03,1
0.149316,-0.051522,0.128182,-0.0398385,0.119753,-0.0325009,0.112325,-0.0245787,0.107519,-0.0190637,0.105658,-0.0169845,0.100978,-0.0120696,0.0988173,-0.0100089,0.0965634,-0.00800831,0.0948501,-0.00662287,0.0941471,-0.0061175,0.0922393,-0.00495184,0.091274,-0.00456417,0.0901147,-0.00431605,0.0890268,-0.00426514,0.0885193,-0.00431704,0.0882832,-0.00436771,0.0866376,-0.00476247,0.0854957,-0.0050927,0.0832001,-0.00585086,0.0821014,-0.00613405,0.0812157,-0.00631929,0.0808151,-0.00642722,0.0779231,-0.00695235,0.0760207,-0.00722249,0.0734218,-0.0073793,0.0707418,-0.00732741,0.0694107,-0.0071703,90,B03,1
0.145949,-0.0507588,0.125584,-0.0388868,0.117523,-0.0315697,0.1105,-0.0236943,0.105966,-0.0182679,0.104231,-0.0162256,0.099866,-0.0114279,0.097859,-0.00944243,0.0957692,-0.00753079,0.094181,-0.00621928,0.0935246,-0.00573823,0.0917512,-0.00466083,0.0908373,-0.00430135,0.089733,-0.00407724,0.0887373,-0.00407039,0.0882378,-0.00411883,0.0880275,-0.00419126,0.0864409,-0.00460576,0.0853458,-0.00500189,0.0830695,-0.00576471,0.0819495,-0.00607254,0.0810847,-0.00631959,0.0806956,-0.0063717,0.0778172,-0.00691128,0.0759422,-0.00719981,0.0733078,-0.00738386,0.070633,-0.00732231,0.0693099,-0.00715476,95,B03,1
0.169256,-0.152288,0.144786,-0.0928318,0.134269,-0.070977,0.123489,-0.0513758,0.115467,-0.038875,0.1122,-0.0342771,0.103698,-0.023254,0.0999034,-0.0186103,0.0961411,-0.0141089,0.0934878,-0.0110583,0.0924296,-0.00989888,0.0897646,-0.00728454,0.0884885,-0.00632641,0.0870457,-0.00555849,0.0857823,-0.00516533,0.0852084,-0.00509781,0.084955,-0.0050933,0.0831789,-0.0052202,0.0819714,-0.00543347,0.0795649,-0.00600458,0.0784154,-0.00620941,0.0775692,-0.00639324,0.0771475,-0.00647755,0.074236,-0.00685712,0.0723579,-0.00699142,0.0697653,-0.00695687,0.0671474,-0.00661232,0.0659059,-0.00631085,100,B03,2
0.189329,-0.0743124,0.161948,-0.0570779,0.149991,-0.0476272,0.138477,-0.0377307,0.130194,-0.0306984,0.126777,-0.0279343,0.117918,-0.0211551,0.113678,-0.0181305,0.109133,-0.0150969,0.105578,-0.0129567,0.104033,-0.0121057,0.0997559,-0.010048,0.0975144,-0.00911912,0.0949528,-0.00812592,0.0928892,-0.00742031,0.0919949,-0.00717594,0.0915999,-0.00708419,0.0891708,-0.00682699,0.0876163,-0.00689294,0.0847026,-0.00723677,0.0833715,-0.00741073,0.0823744,-0.00752933,0.0818785,-0.00755807,0.0786271,-0.00777975,0.0765233,-0.00781887,0.0738034,-0.007771,0.0711149,-0.00753828,0.0698017,-0.00734676,10,B03,2
0.185246,-0.0733553,0.158478,-0.0560153,0.146904,-0.0466,0.1358,-0.0367366,0.12786,-0.0297486,0.124617,-0.0270158,0.116155,-0.0203199,0.112125,-0.017344,0.107837,-0.0143881,0.104489,-0.0123097,0.103049,-0.011482,0.0990342,-0.00954331,0.096932,-0.00870847,0.0944859,-0.00781677,0.0924736,-0.00719928,0.0915996,-0.0070176,0.0912264,-0.00693272,0.0888004,-0.00668706,0.0872784,-0.00686446,0.0843595,-0.00719797,0.0830213,-0.00735046,0.0820173,-0.00746552,0.0815515,-0.00752763,0.0782163,-0.00772696,0.0762049,-0.00781936,0.0734426,-0.00773957,0.070748,-0.00749849,0.0694238,-0.00727864,15,B03,2
0.181574,-0.0700074,0.155431,-0.0537554,0.144146,-0.0447432,0.133396,-0.0352461,0.125741,-0.0285112,0.122624,-0.0258818,0.114527,-0.0194134,0.110687,-0.0165451,0.106614,-0.0136762,0.103449,-0.0116554,0.102095,-0.0108719,0.0983352,-0.00904861,0.0963516,-0.00829099,0.094029,-0.00754267,0.0920709,-0.00700623,0.0912043,-0.0068025,0.0908633,-0.00679374,0.0884158,-0.00665644,0.0869184,-0.00676765,0.0840473,-0.00716393,0.0826926,-0.00732522,0.0817099,-0.00743615,0.0812253,-0.00748805,0.0779581,-0.00773614,0.0758837,-0.00780149,0.0731149,-0.00774507,0.0703907,-0.00746165,0.0690932,-0.00720075,20,B03,2
0.17931,-0.0672088,0.153638,-0.0519775,0.142589,-0.0433224,0.132103,-0.0341443,0.124654,-0.0276332,0.121617,-0.0250873,0.113749,-0.0188079,0.110016,-0.0160108,0.106084,-0.0132174,0.103042,-0.011263,0.101749,-0.0105087,0.0981418,-0.00876053,0.0962255,-0.00805867,0.0939853,-0.00736694,0.0920727,-0.00690414,0.0912059,-0.00678163,0.0908402,-0.00670187,0.0884388,-0.00661167,0.0868883,-0.00679658,0.0839662,-0.00719706,0.0826279,-0.00737261,0.0816133,-0.00751388,0.0811239,-0.00759364,0.0778069,-0.00781234,0.075714,-0.00786179,0.0729235,-0.00778162,0.0701953,-0.00747272,0.068856,-0.0072204,25,B03,2
0.175969,-0.064785,0.151031,-0.0501751,0.140372,-0.0418044,0.130285,-0.0329202,0.123136,-0.0266244,0.120227,-0.0241622,0.112666,-0.0180957,0.109098,-0.0154029,0.105317,-0.0126831,0.102409,-0.0107861,0.101179,-0.0100665,0.0977455,-0.00839337,0.0959103,-0.00773452,0.0937698,-0.00711612,0.0919214,-0.00673112,0.0910634,-0.00660277,0.0907271,-0.00657081,0.0883291,-0.00655492,0.0867896,-0.00671326,0.0838625,-0.00719699,0.08254,-0.00737838,0.0815048,-0.00752074,0.0810112,-0.00757728,0.077692,-0.00784308,0.0755856,-0.00790328,0.0727765,-0.00781544,0.0700104,-0.0074803,0.0686813,-0.00722375,30,B03,2
0.173264,-0.062402,0.14887,-0.0486575,0.138482,-0.040596,0.128671,-0.0319461,0.121749,-0.0257979,0.118926,-0.023393,0.111635,-0.0174777,0.108195,-0.0148496,0.104577,-0.0122135,0.101797,-0.0103747,0.100615,-0.00966492,0.0973476,-0.00805864,0.0956116,-0.00745408,0.0935331,-0.00688003,0.0917418,-0.00655532,0.0909292,-0.00646253,0.0905763,-0.00643151,0.0882077,-0.00644904,0.0867079,-0.00662771,0.0837945,-0.00711891,0.0824782,-0.00732029,0.0814405,-0.00746783,0.0809813,-0.00752138,0.0776841,-0.00782979,0.0755561,-0.00788396,0.0727557,-0.00779703,0.0699897,-0.00747785,0.0686657,-0.00720192,35,B03,2
0.170353,-0.0605247,0.146455,-0.0472403,0.136342,-0.0393603,0.126853,-0.0308781,0.12022,-0.0248696,0.117527,-0.0225223,0.110559,-0.0167669,0.10728,-0.0142117,0.103834,-0.0116545,0.101203,-0.00987348,0.100094,-0.00920225,0.0970005,-0.00765955,0.0953613,-0.00707504,0.093409,-0.00660614,0.0916829,-0.00629959,0.0908787,-0.00625775,0.0905316,-0.00619941,0.0882725,-0.00632317,0.0867512,-0.00653904,0.0838879,-0.00704581,0.0825785,-0.00725003,0.0815708,-0.00741757,0.0810962,-0.0074562,0.0777751,-0.00780147,0.0756873,-0.00785893,0.0728909,-0.00780952,0.0701271,-0.00750827,0.0687854,-0.00725721,40,B03,2
0.168177,-0.0587504,0.144652,-0.0460881,0.134758,-0.0384,0.125505,-0.0300605,0.11908,-0.0241485,0.116494,-0.0218602,0.109778,-0.016216,0.106612,-0.0137094,0.103316,-0.0112187,0.100802,-0.0094781,0.0997296,-0.008806,0.0968022,-0.00733526,0.095243,-0.00679806,0.0933767,-0.00635131,0.0917204,-0.00613571,0.0909489,-0.00608478,0.0906139,-0.00605734,0.0883406,-0.00621161,0.0868768,-0.00647223,0.0840477,-0.00699766,0.0827356,-0.007238,0.0817323,-0.0073466,0.0812532,-0.00742175,0.0779718,-0.00774687,0.0758818,-0.00786091,0.0730584,-0.00782271,0.0702855,-0.00753308,0.0689456,-0.00730627,45,B03,2
0.166051,-0.0577351,0.142823,-0.0452712,0.13312,-0.0376308,0.12411,-0.0293548,0.117886,-0.0234814,0.11539,-0.0212219,0.108932,-0.0156637,0.105916,-0.0132153,0.102758,-0.0107731,0.100352,-0.00906559,0.0993355,-0.00841924,0.0965801,-0.00699909,0.0951013,-0.00648994,0.0933248,-0.00608642,0.0917594,-0.00591895,0.0910012,-0.00588961,0.0906689,-0.0058674,0.0884849,-0.00607079,0.0870424,-0.00636054,0.0842071,-0.00693024,0.0828966,-0.00716168,0.0819067,-0.00732048,0.0814491,-0.00739546,0.078175,-0.00773431,0.0760744,-0.00786242,0.073282,-0.00783439,0.0705148,-0.00757546,0.069137,-0.00734628,50,B03,2
0.16442,-0.0575485,0.141389,-0.0450272,0.131807,-0.0373141,0.122986,-0.0289704,0.116932,-0.0230934,0.114507,-0.0208322,0.108259,-0.0152862,0.105338,-0.0128615,0.102294,-0.0104549,0.0999844,-0.00876177,0.0990187,-0.00812517,0.0963708,-0.00674051,0.0949624,-0.00623537,0.0932881,-0.00587301,0.0917355,-0.00573715,0.0910365,-0.0057447,0.0907245,-0.00573107,0.0885413,-0.00597596,0.0871728,-0.00626779,0.0843543,-0.00685152,0.083067,-0.00710715,0.0820378,-0.007274,0.0815844,-0.00732651,0.0783092,-0.00772645,0.0762355,-0.00786795,0.0734312,-0.00783856,0.0706764,-0.0076111,0.0693139,-0.00737964,55,B03,2
0.195746,-0.0891253,0.166419,-0.065317,0.153718,-0.0535956,0.141532,-0.0418348,0.132752,-0.0336642,0.129156,-0.030485,0.119808,-0.0228597,0.115317,-0.0195096,0.110496,-0.016211,0.106696,-0.0138782,0.105052,-0.0129588,0.100468,-0.0106798,0.098102,-0.00964157,0.0954163,-0.0084441,0.0932984,-0.00761544,0.0924126,-0.0073502,0.0920205,-0.00724306,0.0895929,-0.00687536,0.0880438,-0.00695456,0.0851294,-0.00725982,0.0838079,-0.00739709,0.0827675,-0.00751339,0.0823113,-0.00756019,0.0790285,-0.00776053,0.0769993,-0.00781461,0.0742808,-0.00778542,0.071608,-0.00759641,0.0702667,-0.0074225,5,B03,2
0.164154,-0.0609719,0.14064,-0.046768,0.130997,-0.0384029,0.122176,-0.0295176,0.116161,-0.0233422,0.113776,-0.0209791,0.10762,-0.015244,0.104759,-0.0127597,0.101788,-0.0102966,0.0995468,-0.00860216,0.0986098,-0.0079594,0.0960576,-0.00653866,0.0947277,-0.00605427,0.0931073,-0.00568935,0.0916427,-0.00557909,0.0909308,-0.00556833,0.0906209,-0.00558312,0.0885112,-0.00587573,0.0871255,-0.0061475,0.0843916,-0.00679327,0.0830846,-0.00703212,0.0820842,-0.00720558,0.081673,-0.00727282,0.0783969,-0.00766971,0.0763252,-0.00783187,0.0735527,-0.00783772,0.0707514,-0.00761045,0.0693915,-0.00739073,60,B03,2
0.165504,-0.065486,0.141165,-0.0494623,0.13123,-0.0403634,0.122169,-0.0308323,0.116005,-0.0242271,0.113577,-0.0217124,0.107318,-0.0156412,0.104435,-0.0130286,0.101446,-0.010439,0.0992025,-0.00866535,0.0982763,-0.0079908,0.095749,-0.00650757,0.0944374,-0.00599168,0.0928536,-0.00563712,0.0913992,-0.00547177,0.0907393,-0.00550206,0.0904247,-0.00547229,0.0883649,-0.0057878,0.0869987,-0.006062,0.084266,-0.00670946,0.0830102,-0.00694335,0.0820343,-0.00712231,0.0816026,-0.00720136,0.0783805,-0.0076031,0.0763139,-0.00776768,0.0735297,-0.00780671,0.070757,-0.00760539,0.0694051,-0.00739052,65,B03,2
0.165056,-0.0662552,0.140309,-0.0494126,0.130336,-0.0401352,0.121303,-0.0305513,0.115217,-0.02397,0.112811,-0.0214638,0.106636,-0.0154291,0.103797,-0.01284,0.100854,-0.0102873,0.0986518,-0.00853624,0.0977305,-0.00787037,0.0952444,-0.00639065,0.0939668,-0.00588322,0.0924272,-0.00549645,0.0910161,-0.00535706,0.0903473,-0.00537501,0.0900609,-0.00540126,0.0880511,-0.00568643,0.0867044,-0.00593603,0.0840145,-0.00657523,0.0827977,-0.00680456,0.0818382,-0.00699669,0.0813927,-0.00705702,0.078287,-0.00748334,0.07623,-0.0076757,0.0734756,-0.0077385,0.070693,-0.00752864,0.069355,-0.00733619,70,B03,2
0.161914,-0.0618036,0.137984,-0.0467299,0.12838,-0.0381042,0.119717,-0.0290795,0.113907,-0.0228313,0.111605,-0.0204532,0.105721,-0.0147427,0.103006,-0.0122835,0.100165,-0.00985352,0.0980565,-0.00819479,0.097174,-0.00755087,0.0947786,-0.00614948,0.0935419,-0.00565096,0.0920535,-0.0053077,0.0907059,-0.00518569,0.0900772,-0.00522622,0.0898051,-0.00526773,0.0878105,-0.00550897,0.0864898,-0.0058639,0.0838771,-0.00647148,0.0826377,-0.00672214,0.0817118,-0.00691065,0.0812741,-0.00699259,0.0781539,-0.00744054,0.0761274,-0.0076352,0.0733983,-0.00767991,0.070639,-0.00751215,0.0692776,-0.0072975,75,B03,2
0.15835,-0.0583502,0.135248,-0.0444875,0.126008,-0.0363055,0.117733,-0.0276846,0.11221,-0.0217143,0.110034,-0.0194397,0.104462,-0.0139977,0.101886,-0.011659,0.0992025,-0.00936135,0.0971874,-0.00777211,0.0963545,-0.00717382,0.0940932,-0.0058406,0.0929361,-0.00538915,0.091521,-0.00506053,0.0902286,-0.00499388,0.0896454,-0.00500575,0.0893417,-0.00501962,0.0874412,-0.00535384,0.0861649,-0.00565698,0.0836112,-0.00636475,0.0824018,-0.00664114,0.0814768,-0.0068142,0.0810641,-0.00688725,0.0779647,-0.00734474,0.075957,-0.0075554,0.0732324,-0.00764035,0.0704702,-0.00746618,0.0691188,-0.00725363,80,B03,2
0.15497,-0.0553504,0.132676,-0.0425324,0.123782,-0.0347557,0.115868,-0.0264609,0.110604,-0.0207052,0.108555,-0.0185254,0.103285,-0.0133214,0.100847,-0.0110868,0.0983114,-0.00891099,0.0963818,-0.00737996,0.0956007,-0.00682965,0.093446,-0.00554967,0.0923505,-0.00511372,0.0910052,-0.00481524,0.0897935,-0.00477888,0.0892111,-0.0047934,0.0889517,-0.00483646,0.0871252,-0.00516047,0.0858936,-0.00552386,0.0833623,-0.00623668,0.0822007,-0.00649442,0.0812854,-0.00671854,0.0808286,-0.00677281,0.0777846,-0.00726973,0.0757939,-0.00750505,0.0730711,-0.00758949,0.0703249,-0.00741507,0.0689956,-0.0072029,85,B03,2
0.150866,-0.0524853,0.129485,-0.0404464,0.120974,-0.0330097,0.113478,-0.0250316,0.108558,-0.0195121,0.106643,-0.0174259,0.10175,-0.0124598,0.0995004,-0.0103641,0.0971336,-0.00830862,0.0953625,-0.00690362,0.0946173,-0.00636476,0.0926295,-0.00520029,0.0915858,-0.00476998,0.0903494,-0.00451446,0.0892271,-0.00452221,0.0886713,-0.00452989,0.0884325,-0.00457046,0.0866939,-0.00502678,0.0855039,-0.00537681,0.0830381,-0.00611992,0.0819006,-0.0064056,0.0809698,-0.00659333,0.0805667,-0.00668742,0.0775767,-0.00721144,0.0755877,-0.00740131,0.0728807,-0.00752421,0.0701515,-0.00736427,0.0687881,-0.0071313,90,B03,2
0.147274,-0.0515298,0.126697,-0.0393966,0.118606,-0.032004,0.11151,-0.024084,0.106902,-0.0186587,0.105114,-0.0166067,0.100583,-0.011776,0.098489,-0.00976112,0.096314,-0.00780872,0.0946572,-0.00647157,0.0939749,-0.00597172,0.0921037,-0.00487507,0.0911559,-0.00450909,0.0899887,-0.00429071,0.0889344,-0.00429739,0.0884097,-0.00434175,0.0881812,-0.00440172,0.0864825,-0.0048465,0.0853549,-0.00524755,0.0829142,-0.00600357,0.0817774,-0.00632909,0.0808752,-0.00654651,0.0804614,-0.00664433,0.0774484,-0.0071637,0.075496,-0.00739109,0.0727585,-0.00751192,0.070029,-0.00735356,0.0686784,-0.00713642,95,B03,2
0.169587,-0.184505,0.146944,-0.118566,0.134193,-0.0905027,0.120754,-0.0652514,0.110708,-0.0489796,0.106683,-0.0430016,0.0964345,-0.0284738,0.0920315,-0.0224192,0.0877904,-0.0166311,0.0848705,-0.0127695,0.0837419,-0.0113576,0.0808748,-0.00819949,0.0795091,-0.00707141,0.0779405,-0.00615989,0.0765875,-0.00575269,0.0759331,-0.00565359,0.075657,-0.00563033,0.0736668,-0.00578326,0.0722848,-0.00600812,0.0695107,-0.00651869,0.0682232,-0.00665462,0.0672781,-0.00673065,0.0668204,-0.00673918,0.0637239,-0.00669472,0.0617809,-0.00643225,0.059371,-0.00580427,0.05711,-0.00478235,0.056097,-0.0041195,100,B04,1
