f1-Re,f1-Im,f2-Re,f2-Im,f3-Re,f3-Im,f4-Re,f4-Im,f5-Re,f5-Im,f6-Re,f6-Im,f7-Re,f7-Im,f8-Re,f8-Im,f9-Re,f9-Im,f10-Re,f10-Im,f11-Re,f11-Im,f12-Re,f12-Im,f13-Re,f13-Im,f14-Re,f14-Im,f15-Re,f15-Im,f16-Re,f16-Im,f17-Re,f17-Im,f18-Re,f18-Im,f19-Re,f19-Im,f20-Re,f20-Im,f21-Re,f21-Im,f22-Re,f22-Im,f23-Re,f23-Im,f24-Re,f24-Im,f25-Re,f25-Im,f26-Re,f26-Im,f27-Re,f27-Im,f28-Re,f28-Im,SoC,Battery,cycle
0.137225,-0.0576325,0.115283,-0.0438287,0.106498,-0.0359151,0.0984001,-0.027665,0.09278,-0.0219812,0.0905198,-0.0198056,0.0846372,-0.0144902,0.0818961,-0.0121707,0.0790451,-0.00987965,0.0768867,-0.008295,0.0759952,-0.00771878,0.0735059,-0.00649178,0.0721854,-0.00610495,0.0705435,-0.00589814,0.069013,-0.00595737,0.0682634,-0.0060594,0.0679129,-0.00610638,0.065449,-0.00664223,0.0637282,-0.00708826,0.0603095,-0.00754941,0.058774,-0.00762679,0.0576069,-0.00759774,0.057055,-0.00758492,0.0534418,-0.00692097,0.0514465,-0.00621973,0.0490679,-0.00490308,0.0470996,-0.00319143,0.0462552,-0.00220957,55,B06,1
0.172752,-0.0854277,0.143414,-0.0634119,0.130836,-0.052376,0.118662,-0.041313,0.109733,-0.0335622,0.106037,-0.0304979,0.0964231,-0.0230203,0.0918492,-0.019696,0.0869338,-0.0163744,0.0830672,-0.0140176,0.0814044,-0.0130969,0.0767594,-0.0107594,0.0744067,-0.00968256,0.0717676,-0.0085288,0.0696965,-0.00782299,0.0688009,-0.00767615,0.0684006,-0.00759933,0.065657,-0.00758616,0.0638095,-0.00777557,0.0602382,-0.00798628,0.0586307,-0.00793547,0.0574478,-0.00783474,0.0568845,-0.00776394,0.0532777,-0.00695277,0.051323,-0.00610786,0.0490806,-0.00468625,0.0472281,-0.00295353,0.0464333,-0.00195171,5,B06,1
0.138268,-0.0632801,0.115567,-0.0469162,0.106631,-0.0380307,0.098415,-0.0289355,0.0927774,-0.0227383,0.0905113,-0.0203873,0.0846653,-0.0147272,0.0819514,-0.0122808,0.0791336,-0.00990189,0.0770189,-0.00828108,0.0761291,-0.00767455,0.0737058,-0.00642511,0.0724159,-0.00604301,0.0707986,-0.00586685,0.0692663,-0.00592994,0.0685364,-0.00606396,0.0681904,-0.00610755,0.0656982,-0.00668828,0.0639692,-0.0070713,0.0605209,-0.00762609,0.0589436,-0.00771291,0.0577591,-0.00769786,0.0572154,-0.00764494,0.053576,-0.00703056,0.0515507,-0.0062977,0.0491512,-0.00496159,0.0471682,-0.0032404,0.046324,-0.00224554,60,B06,1
0.138428,-0.0680516,0.115179,-0.0491638,0.106105,-0.0394593,0.0978511,-0.0297685,0.0921861,-0.0232454,0.0899391,-0.0207833,0.0841057,-0.0148913,0.0814161,-0.0123739,0.0786184,-0.00993687,0.0765201,-0.00826969,0.0756372,-0.00764805,0.0732496,-0.00634946,0.071973,-0.00595557,0.0704187,-0.00577267,0.068914,-0.00580842,0.0681928,-0.00593478,0.0678593,-0.00597955,0.0654265,-0.00656086,0.0637355,-0.00697532,0.0603401,-0.00748343,0.0588087,-0.00755494,0.0576356,-0.00756539,0.0570879,-0.0075488,0.0535095,-0.00695045,0.0514724,-0.00622937,0.0490876,-0.00493128,0.0471038,-0.00322296,0.046237,-0.00223643,65,B06,1
0.133317,-0.0620037,0.110972,-0.0454069,0.10241,-0.0365652,0.0946816,-0.0276349,0.0894291,-0.0215774,0.0873673,-0.0193018,0.0819588,-0.0138459,0.0794514,-0.0115175,0.0768477,-0.009247,0.0748842,-0.00769738,0.0740867,-0.00713698,0.071855,-0.00591611,0.0706767,-0.00553587,0.0692349,-0.00535815,0.0678566,-0.00544205,0.0671419,-0.00555076,0.0668653,-0.0056203,0.0645897,-0.00617112,0.0629902,-0.00660877,0.0598046,-0.00711939,0.0583096,-0.00723241,0.0571909,-0.00724189,0.0566977,-0.00723474,0.0532183,-0.00674408,0.0512381,-0.0060559,0.0488913,-0.00478639,0.0469084,-0.00313754,0.0460913,-0.00214851,70,B06,1
0.131897,-0.0595378,0.109596,-0.0437417,0.100998,-0.0351726,0.0933707,-0.0265009,0.0882407,-0.0206568,0.0862124,-0.018446,0.0810371,-0.0132045,0.0786403,-0.0109864,0.0761495,-0.00881653,0.0742755,-0.00733501,0.0735057,-0.00679975,0.0713783,-0.0056491,0.0702627,-0.00530185,0.0688897,-0.00516351,0.0675618,-0.00525777,0.0669139,-0.00538525,0.0666218,-0.00545769,0.0643837,-0.00602644,0.0628379,-0.00648454,0.0596835,-0.00700881,0.0582287,-0.00715529,0.0571227,-0.00718623,0.0566298,-0.0071555,0.0531405,-0.00667675,0.0511851,-0.00601828,0.0488365,-0.004792,0.0468475,-0.0031239,0.0460175,-0.00213635,75,B06,1
0.12959,-0.0571804,0.10803,-0.042181,0.0998516,-0.0339335,0.0925897,-0.0255444,0.0877358,-0.019883,0.0858194,-0.0177514,0.0808867,-0.012696,0.078606,-0.0105489,0.0762321,-0.00846788,0.0744423,-0.00706859,0.0736884,-0.00654109,0.0716552,-0.00545193,0.0705717,-0.00515019,0.0692351,-0.00502967,0.067965,-0.00522746,0.0672965,-0.0053507,0.0669994,-0.00541347,0.0647796,-0.00609497,0.0631751,-0.00653297,0.0599911,-0.00716357,0.058485,-0.00728895,0.0573586,-0.00732602,0.0568385,-0.00730649,0.0533065,-0.00683694,0.0513114,-0.00614732,0.0489104,-0.00490888,0.0469056,-0.00321422,0.0460442,-0.00221907,80,B06,1
0.126222,-0.0540626,0.105523,-0.0401621,0.0976953,-0.0323449,0.0908057,-0.0243032,0.0862336,-0.0188569,0.084429,-0.0168186,0.0798201,-0.0119936,0.0776797,-0.00996898,0.0754467,-0.00799589,0.0737629,-0.00666875,0.0730717,-0.0061848,0.0711413,-0.00515954,0.07013,-0.00490004,0.068867,-0.00482619,0.0676224,-0.00497725,0.066996,-0.00514366,0.0667276,-0.00524882,0.0645804,-0.00593056,0.0630068,-0.00638232,0.0598737,-0.00704957,0.0583869,-0.00721716,0.0572652,-0.00723016,0.0567529,-0.00723513,0.0532766,-0.0067681,0.0512467,-0.0061313,0.0488554,-0.00491379,0.046849,-0.00322889,0.0459752,-0.00223086,85,B06,1
0.125585,-0.0544562,0.105092,-0.0397099,0.0974179,-0.0317201,0.0907239,-0.023657,0.0862938,-0.0182578,0.0845615,-0.0162409,0.0801579,-0.0115152,0.078122,-0.0095453,0.0759955,-0.0076647,0.0743925,-0.00641194,0.0737202,-0.00595236,0.0718717,-0.00501991,0.0708845,-0.0047742,0.069648,-0.00478222,0.0684376,-0.00502025,0.0677891,-0.00520838,0.0675177,-0.00529315,0.065299,-0.006145,0.0636855,-0.0065994,0.0603732,-0.00732861,0.0588636,-0.00744894,0.0577008,-0.00749705,0.0571516,-0.00751134,0.0535363,-0.00700863,0.0514615,-0.00635144,0.0489949,-0.00507947,0.0469527,-0.00337838,0.0460549,-0.00235391,90,B06,1
0.122076,-0.0525228,0.102802,-0.0384412,0.0956951,-0.0307103,0.0894952,-0.0228416,0.0853891,-0.0175623,0.0838136,-0.0155985,0.0797123,-0.010994,0.0778139,-0.0090942,0.075839,-0.0073064,0.0743179,-0.00610368,0.0736934,-0.00569108,0.0719322,-0.00482696,0.0709903,-0.00463137,0.0697939,-0.00467977,0.0686128,-0.00494092,0.0679874,-0.00516664,0.0676974,-0.00522404,0.0655119,-0.00609938,0.0638687,-0.00662626,0.0605557,-0.00737835,0.0589913,-0.00753493,0.0578112,-0.00758852,0.0572442,-0.00756748,0.053641,-0.00709848,0.0514887,-0.0064204,0.0490408,-0.00514032,0.0469301,-0.0034381,0.0460472,-0.00242554,95,B06,1
0.130516,-0.107408,0.110592,-0.0658691,0.102861,-0.0499548,0.0954391,-0.0357449,0.0901261,-0.0268349,0.0879698,-0.0236101,0.0823123,-0.0160926,0.0797106,-0.0130136,0.0770508,-0.0101018,0.0751005,-0.00815259,0.0742979,-0.00743997,0.072175,-0.00590358,0.0710845,-0.00542137,0.0697577,-0.00520594,0.0685054,-0.00532672,0.0678492,-0.00543021,0.0675683,-0.00552638,0.0653322,-0.00621714,0.0637331,-0.00668426,0.0604326,-0.00732497,0.0589221,-0.00748633,0.0577547,-0.00753234,0.0572426,-0.00751107,0.0535987,-0.00707093,0.0515398,-0.00642255,0.0490742,-0.00523967,0.0469898,-0.00358666,0.0460889,-0.00262545,100,B06,2
0.162918,-0.0744949,0.136069,-0.0564144,0.124616,-0.046841,0.113576,-0.037026,0.105545,-0.0301351,0.10221,-0.0274222,0.093538,-0.020767,0.0893939,-0.0178004,0.0849414,-0.0148192,0.0814613,-0.0127218,0.0799557,-0.0118838,0.0757656,-0.00988615,0.0735748,-0.00899006,0.0710928,-0.00806262,0.0690897,-0.00746518,0.0681798,-0.0072931,0.0678092,-0.00724512,0.0651756,-0.00720718,0.0633637,-0.00746136,0.059981,-0.00764927,0.0584742,-0.00760779,0.0573076,-0.00756595,0.0567896,-0.00750304,0.0532819,-0.00678017,0.0513853,-0.00601572,0.0491494,-0.00472446,0.0472944,-0.00307182,0.0465202,-0.00214924,10,B06,2
0.158034,-0.0720069,0.132243,-0.0543728,0.121314,-0.0450285,0.110809,-0.0354319,0.103227,-0.0287289,0.100103,-0.026107,0.09193,-0.0196657,0.0880327,-0.0168155,0.0838713,-0.0139498,0.080623,-0.0119484,0.0792303,-0.0111633,0.0753401,-0.00931436,0.0732909,-0.00851548,0.0709431,-0.00776926,0.0689621,-0.00726767,0.0680791,-0.00711155,0.067704,-0.00708001,0.0650962,-0.00716071,0.0633537,-0.00729431,0.0599558,-0.00759174,0.0584519,-0.0075738,0.0572864,-0.00751713,0.0567687,-0.00747804,0.053316,-0.00680353,0.0513452,-0.00603839,0.0491295,-0.00475313,0.0472245,-0.00312842,0.0464391,-0.00217055,15,B06,2
0.153208,-0.0677357,0.128398,-0.0514458,0.117952,-0.0425958,0.107989,-0.0334584,0.100859,-0.0270642,0.0979365,-0.0245748,0.0902761,-0.0184396,0.0866395,-0.0157243,0.082772,-0.0129993,0.0797714,-0.0110944,0.0784971,-0.0103715,0.0749369,-0.00869644,0.0730452,-0.00803323,0.0708172,-0.00740504,0.0689177,-0.00701171,0.0680395,-0.00694331,0.0676692,-0.00691971,0.0650844,-0.00703443,0.0633372,-0.00727774,0.0599541,-0.00754392,0.0584392,-0.00757095,0.057311,-0.00752302,0.056783,-0.00748285,0.0532773,-0.00679871,0.0513202,-0.00608725,0.0490628,-0.00480657,0.0471634,-0.00315575,0.0463519,-0.00222327,20,B06,2
0.149535,-0.0644811,0.125504,-0.0492532,0.115451,-0.040818,0.105908,-0.0319965,0.0991031,-0.0258349,0.0963291,-0.023434,0.0890624,-0.0175386,0.08562,-0.0149238,0.0819701,-0.0123088,0.0791589,-0.0104929,0.0779579,-0.00979805,0.0746174,-0.00822117,0.0728524,-0.00763537,0.0707236,-0.00709964,0.0688772,-0.00682674,0.0680376,-0.00677183,0.0676846,-0.00679394,0.0650874,-0.006988,0.0633593,-0.00718085,0.0599896,-0.00753158,0.0584694,-0.00755551,0.0573417,-0.00749426,0.0568393,-0.00746901,0.0533119,-0.00684077,0.051372,-0.0061224,0.0490531,-0.00484878,0.0471444,-0.00321283,0.0463232,-0.00227916,25,B06,2
0.145821,-0.0619652,0.12233,-0.0473557,0.112603,-0.0391425,0.103465,-0.030573,0.0970043,-0.0245812,0.0943835,-0.0222596,0.0875427,-0.0165786,0.084313,-0.0140632,0.0809039,-0.0115724,0.0782786,-0.00982255,0.0771826,-0.00918008,0.0741019,-0.00772368,0.0724386,-0.00717244,0.070455,-0.00675359,0.0686819,-0.00653275,0.0678699,-0.0065252,0.0674992,-0.00655592,0.0649735,-0.00684412,0.0632765,-0.00705617,0.0599619,-0.00741188,0.0584505,-0.00746661,0.0573376,-0.00745978,0.0567835,-0.00742554,0.0533205,-0.00680651,0.0513534,-0.00610393,0.0490469,-0.00484743,0.0471078,-0.0032363,0.0463204,-0.00229163,30,B06,2
0.142923,-0.0600836,0.119921,-0.0460025,0.110463,-0.0379864,0.101641,-0.0295791,0.0954391,-0.0237061,0.0929383,-0.0214414,0.0864214,-0.0158877,0.0833476,-0.013453,0.080111,-0.0110315,0.0776377,-0.00935373,0.0765854,-0.00870873,0.0736847,-0.0073209,0.0721395,-0.00686134,0.0702569,-0.00649521,0.0685386,-0.00634881,0.0677428,-0.00636541,0.0674023,-0.00641587,0.0649031,-0.00667572,0.0632088,-0.00696106,0.059923,-0.00736528,0.0584434,-0.00739492,0.0573194,-0.00738317,0.0568111,-0.00737476,0.0533336,-0.006747,0.0513848,-0.00608071,0.0490768,-0.0048585,0.0471346,-0.00324236,0.0462991,-0.00230407,35,B06,2
0.140264,-0.0586131,0.117557,-0.0448708,0.108312,-0.0369672,0.0997489,-0.0286589,0.0938215,-0.0228789,0.0914261,-0.0206567,0.0852169,-0.0152297,0.0822907,-0.0128542,0.0792283,-0.0104972,0.0769038,-0.00887379,0.075924,-0.00826772,0.0732029,-0.00693341,0.0717593,-0.00651177,0.0699744,-0.0062123,0.0683246,-0.0061188,0.0675665,-0.00616685,0.0672283,-0.0061596,0.0647883,-0.00652765,0.0631601,-0.00684138,0.0598789,-0.00726074,0.0583994,-0.00732869,0.0572933,-0.00731566,0.0567957,-0.00730766,0.0533177,-0.00673004,0.0513874,-0.00604894,0.04909,-0.00483372,0.0471235,-0.00322186,0.0463387,-0.00228467,40,B06,2
0.138855,-0.0590498,0.116126,-0.0447455,0.106995,-0.0366554,0.0986138,-0.0282633,0.092822,-0.0224621,0.090499,-0.0202436,0.084472,-0.0148469,0.0816486,-0.0124877,0.0786988,-0.0101635,0.0764722,-0.00857676,0.0755305,-0.0079705,0.0729385,-0.00669711,0.0715441,-0.00627185,0.0698338,-0.00599957,0.068273,-0.00597517,0.0675111,-0.00600715,0.0671903,-0.00606173,0.0647721,-0.00649276,0.063134,-0.00677174,0.0598954,-0.0072304,0.0584112,-0.00730414,0.0573088,-0.00727206,0.0567838,-0.00728226,0.0533546,-0.00672136,0.0514158,-0.00605267,0.0491293,-0.00483909,0.0471827,-0.0032258,0.0463698,-0.00229592,45,B06,2
0.136489,-0.0577704,0.114255,-0.0437144,0.105363,-0.0357391,0.0972344,-0.0275002,0.0916483,-0.0218043,0.0894109,-0.0196403,0.0836001,-0.014363,0.0808787,-0.0120746,0.078041,-0.00980948,0.0759018,-0.00824796,0.0749936,-0.00766427,0.0725221,-0.00642429,0.0712015,-0.00602731,0.0695767,-0.00580826,0.068059,-0.00582504,0.0673074,-0.00586094,0.0669878,-0.00590738,0.0646389,-0.00630846,0.0630155,-0.00666818,0.0598189,-0.00712644,0.0583697,-0.00720882,0.0572849,-0.00718117,0.0567528,-0.00720288,0.05336,-0.00666709,0.051417,-0.00599621,0.0491299,-0.00481015,0.047197,-0.00319462,0.0463651,-0.0022771,50,B06,2
0.133665,-0.0555119,0.112157,-0.0424124,0.10355,-0.0347649,0.0956922,-0.0267228,0.0903017,-0.0211563,0.0881493,-0.01904,0.082569,-0.0138909,0.0799522,-0.0116563,0.0772375,-0.00946096,0.0751705,-0.00792729,0.0743134,-0.00737136,0.0719491,-0.00617493,0.0707,-0.00579591,0.0691421,-0.00559756,0.0676758,-0.00558305,0.0669822,-0.00569415,0.0666615,-0.00573236,0.0643741,-0.00618724,0.0627791,-0.00651041,0.0596627,-0.00698779,0.0582277,-0.00707344,0.0571431,-0.0070795,0.056654,-0.00706719,0.0533145,-0.00658915,0.0513582,-0.00593177,0.0491095,-0.00475319,0.0471527,-0.00317803,0.046361,-0.00224163,55,B06,2
0.170046,-0.0854825,0.14127,-0.0630468,0.128945,-0.0518738,0.117051,-0.0407543,0.108362,-0.0330182,0.104772,-0.0299829,0.0954029,-0.0225997,0.0909216,-0.0193357,0.0861201,-0.0161094,0.0823098,-0.0137933,0.0806745,-0.0128855,0.0760977,-0.0106179,0.0737469,-0.00953662,0.071154,-0.00841499,0.0690912,-0.00768675,0.0682014,-0.0074531,0.0678149,-0.00739551,0.0651917,-0.00735909,0.0634381,-0.00743528,0.0600059,-0.00765056,0.0584862,-0.00762722,0.0573294,-0.0075462,0.0568062,-0.00750732,0.0533394,-0.00676405,0.0514246,-0.00597373,0.0492185,-0.00467202,0.0473711,-0.00302155,0.0466102,-0.00210602,5,B06,2
0.132157,-0.0582395,0.110478,-0.0436258,0.101899,-0.0354211,0.09413,-0.0269191,0.0888633,-0.0211115,0.0867812,-0.01892,0.08138,-0.0136573,0.0788847,-0.0114088,0.0762558,-0.00919704,0.0742723,-0.00768101,0.0734486,-0.00711395,0.0712053,-0.00589395,0.0700161,-0.00554186,0.0685357,-0.00532322,0.0671663,-0.00537891,0.0664654,-0.00542397,0.0661806,-0.00549114,0.0639877,-0.00595086,0.0624375,-0.00628799,0.0594008,-0.00683838,0.0580238,-0.00690006,0.0569673,-0.00692607,0.0564807,-0.00687525,0.053216,-0.00644057,0.0512983,-0.00584645,0.0490302,-0.00467008,0.0471092,-0.00311884,0.0462971,-0.00220336,60,B06,2
0.133363,-0.0648033,0.110953,-0.0473214,0.102165,-0.0380368,0.0942015,-0.0285977,0.0888156,-0.0222176,0.0867031,-0.0198251,0.0812223,-0.0141327,0.0786919,-0.0117209,0.0760545,-0.00938266,0.0740765,-0.0077924,0.0732542,-0.00719996,0.0710198,-0.00592433,0.0698426,-0.0055227,0.0683883,-0.00530022,0.0670304,-0.00532215,0.066365,-0.00542021,0.06606,-0.0054595,0.0638897,-0.00591834,0.0623945,-0.00626177,0.0593556,-0.00673678,0.0579836,-0.00685029,0.0569494,-0.00687275,0.0564633,-0.00685414,0.0531779,-0.00641089,0.0513006,-0.00581451,0.0490441,-0.00467022,0.0471265,-0.00312646,0.046287,-0.00222467,65,B06,2
0.131907,-0.0619718,0.109425,-0.0451681,0.100723,-0.0362472,0.0929692,-0.0272723,0.0877662,-0.0212129,0.0857129,-0.0189319,0.0804471,-0.013532,0.0780044,-0.0112498,0.0754641,-0.00902199,0.07354,-0.00749442,0.0727443,-0.00692746,0.0705917,-0.00571111,0.0694354,-0.0052932,0.0680592,-0.00511402,0.06675,-0.0051777,0.066096,-0.00524182,0.0658355,-0.00529048,0.0637019,-0.00577806,0.0622199,-0.00612257,0.0592541,-0.00665692,0.0579135,-0.00676959,0.0568743,-0.0067793,0.0563923,-0.00678091,0.053147,-0.00637328,0.0512696,-0.00578509,0.048986,-0.0046565,0.0470555,-0.00312287,0.04623,-0.00219748,70,B06,2
0.130286,-0.0590632,0.108184,-0.0434387,0.0996673,-0.0349182,0.0921355,-0.0262761,0.0871213,-0.0204441,0.0851365,-0.0182482,0.0800668,-0.0130409,0.0777089,-0.0108418,0.0752528,-0.00869278,0.073413,-0.00723868,0.0726492,-0.00669173,0.070558,-0.00551612,0.0694676,-0.00516347,0.0681248,-0.00498661,0.0668508,-0.00507495,0.0662169,-0.00516795,0.0659294,-0.00522043,0.0638147,-0.00577089,0.0623495,-0.00617262,0.0593821,-0.00666877,0.0580392,-0.00678578,0.0569613,-0.00683306,0.0565082,-0.00683246,0.0531799,-0.00643773,0.0512955,-0.00584815,0.049029,-0.00471522,0.0470692,-0.00318454,0.0462632,-0.00224497,75,B06,2
0.128233,-0.0566503,0.106696,-0.041821,0.0984832,-0.0336229,0.0912453,-0.025269,0.0864499,-0.0196278,0.0845639,-0.0175109,0.0797158,-0.0124991,0.0774734,-0.0103858,0.0751275,-0.00833918,0.073371,-0.00694324,0.0726289,-0.00642148,0.0706338,-0.00532095,0.0695734,-0.00498559,0.068274,-0.0048459,0.0670413,-0.00495532,0.0664341,-0.00508835,0.0661261,-0.00513577,0.0640529,-0.00569893,0.0625995,-0.00615961,0.059567,-0.00673648,0.0581961,-0.00685497,0.0571393,-0.00689498,0.056655,-0.00690321,0.0533007,-0.00650642,0.0513867,-0.00593573,0.0490994,-0.00479847,0.0471246,-0.00323507,0.0462949,-0.00232613,80,B06,2
0.125997,-0.0540106,0.105027,-0.0400905,0.0970623,-0.0322318,0.0900874,-0.0241883,0.0854886,-0.0187543,0.0836957,-0.016716,0.0790932,-0.0119151,0.0769596,-0.00990284,0.0747353,-0.00795742,0.0730506,-0.0066234,0.0723491,-0.00613351,0.0704361,-0.00509567,0.0694459,-0.00479751,0.0682031,-0.00469487,0.0670093,-0.00481974,0.066411,-0.00496573,0.0661569,-0.0050395,0.0640688,-0.00566737,0.0626003,-0.00610357,0.0596179,-0.00671558,0.0582518,-0.00685532,0.0571955,-0.00688707,0.0567106,-0.00688875,0.0533763,-0.00652286,0.0514276,-0.00596194,0.049103,-0.0048258,0.0471082,-0.00327136,0.0462584,-0.0023528,85,B06,2
0.124886,-0.0522391,0.104373,-0.038686,0.0966063,-0.0310372,0.0898791,-0.0232366,0.0854779,-0.0179699,0.0837402,-0.0159949,0.0793672,-0.0113716,0.077348,-0.00944367,0.0752337,-0.00759537,0.073628,-0.00635589,0.0729471,-0.00587578,0.0711299,-0.00495884,0.0701525,-0.00469489,0.0689459,-0.00463204,0.0677591,-0.00483629,0.0671679,-0.00498999,0.0668904,-0.00506087,0.0648164,-0.00579823,0.0632864,-0.00627532,0.0601664,-0.00692308,0.0587201,-0.00711916,0.0576332,-0.00715881,0.0571354,-0.00714291,0.053637,-0.0067471,0.0516724,-0.0061727,0.0492845,-0.00501183,0.0472553,-0.00341032,0.0463977,-0.0024831,90,B06,2
0.122807,-0.051319,0.103295,-0.0378455,0.0959879,-0.0302941,0.0896515,-0.0225646,0.0855005,-0.0173711,0.0838878,-0.0154391,0.0797798,-0.010903,0.0778839,-0.00904586,0.0758881,-0.00727146,0.0743726,-0.00608974,0.0737309,-0.00566685,0.0719723,-0.0048042,0.0710334,-0.00461213,0.0698552,-0.00462189,0.068665,-0.00486978,0.0680481,-0.00508039,0.0677855,-0.00515792,0.0656266,-0.00597779,0.0640308,-0.00650219,0.0607748,-0.00722898,0.0592698,-0.00740117,0.0581216,-0.00743759,0.0575805,-0.00744424,0.0540209,-0.0069971,0.0519227,-0.00640597,0.0494824,-0.00519417,0.0473909,-0.00358908,0.046516,-0.00264086,95,B06,2
0.137133,-0.124647,0.115533,-0.0756805,0.106889,-0.0574544,0.0983598,-0.0413158,0.0920686,-0.0311541,0.0894913,-0.0274377,0.0827833,-0.0186501,0.079754,-0.0149888,0.0767036,-0.0114646,0.0745366,-0.00908408,0.0736558,-0.00818633,0.0714264,-0.00622516,0.0703215,-0.00556392,0.069051,-0.00516387,0.0678265,-0.0050561,0.0672536,-0.00516957,0.0669783,-0.0051914,0.0649823,-0.00573266,0.0635134,-0.00620121,0.0605154,-0.006896,0.0591462,-0.00709716,0.058042,-0.00721126,0.0575612,-0.00724466,0.0540407,-0.00703235,0.0518573,-0.00654839,0.0491569,-0.00537799,0.046815,-0.00360283,0.0457942,-0.00250444,100,B07,1
0.166665,-0.075328,0.139224,-0.0575372,0.127447,-0.0480139,0.115974,-0.0381765,0.107582,-0.0311988,0.104102,-0.0284325,0.0949805,-0.0215396,0.0906369,-0.0183998,0.0860273,-0.0152146,0.0824692,-0.0129148,0.0809605,-0.0120122,0.0768066,-0.00980249,0.0747137,-0.00884908,0.072339,-0.0078943,0.0704286,-0.00735713,0.0695666,-0.00722197,0.0692104,-0.00718331,0.0666106,-0.00728415,0.0648529,-0.0075078,0.0613586,-0.00789791,0.0597965,-0.00792195,0.0585828,-0.00794121,0.0580045,-0.00790245,0.0542998,-0.00729157,0.0521594,-0.00656219,0.049614,-0.00520413,0.0474372,-0.00334398,0.046519,-0.00225306,10,B07,1
0.162286,-0.0731289,0.135734,-0.0556938,0.124402,-0.0463621,0.113425,-0.0367143,0.105428,-0.0298944,0.102122,-0.0272127,0.0934634,-0.0205174,0.089356,-0.0174873,0.0850126,-0.0144097,0.0816788,-0.0122062,0.0802626,-0.0113411,0.0763962,-0.00926839,0.0744102,-0.00841132,0.0721505,-0.00757508,0.0702736,-0.00709214,0.0694269,-0.00696784,0.0690966,-0.00698898,0.0665414,-0.00712753,0.0647875,-0.00740517,0.0613535,-0.00782546,0.0597705,-0.00789726,0.0585963,-0.00787804,0.0580075,-0.00786614,0.0543383,-0.00730397,0.0521541,-0.0065863,0.0495752,-0.00523174,0.0473923,-0.0033964,0.0464687,-0.00231333,15,B07,1
0.157595,-0.0693105,0.131994,-0.0529667,0.121161,-0.0440601,0.110728,-0.0348231,0.103177,-0.0282993,0.100061,-0.0257404,0.0919071,-0.0193394,0.0880594,-0.0164578,0.0839988,-0.0135098,0.0808914,-0.01142,0.0795952,-0.0106036,0.0760211,-0.00871412,0.0741745,-0.00795103,0.0720329,-0.00725925,0.070236,-0.0068784,0.0694155,-0.00679972,0.0690446,-0.006784,0.0665221,-0.00703302,0.0647831,-0.00735307,0.0613669,-0.0077809,0.0598101,-0.00788154,0.0586008,-0.00787402,0.0580516,-0.00785888,0.0543034,-0.00730524,0.0521591,-0.00661821,0.0495572,-0.00529842,0.047334,-0.00347684,0.0464076,-0.00235717,20,B07,1
0.154217,-0.0663913,0.129329,-0.0509286,0.118857,-0.0423562,0.108832,-0.0334241,0.101602,-0.0271226,0.0986368,-0.0246475,0.0908578,-0.0184802,0.0871921,-0.0156928,0.0833391,-0.0128533,0.0804078,-0.0108596,0.0791873,-0.0100857,0.0758201,-0.00829771,0.0740578,-0.0075801,0.0720475,-0.00700919,0.0702521,-0.00669015,0.0694778,-0.00669419,0.0691166,-0.00668296,0.0666111,-0.00695383,0.0648977,-0.00724083,0.0614628,-0.00776112,0.0598918,-0.00784385,0.0587034,-0.00788952,0.0581411,-0.00787276,0.0544132,-0.00737839,0.0522329,-0.00667777,0.0495951,-0.00537831,0.0473498,-0.00352207,0.0463696,-0.00241156,25,B07,1
0.150647,-0.0641846,0.126315,-0.049126,0.116199,-0.0407453,0.106585,-0.0320293,0.0997072,-0.02591,0.0968914,-0.0235205,0.0895194,-0.017565,0.0860551,-0.0148814,0.0824265,-0.0121555,0.0796831,-0.0102452,0.0785299,-0.00950805,0.0753984,-0.00782891,0.0737673,-0.00720809,0.0718304,-0.00669425,0.0701375,-0.00648966,0.0693501,-0.00647463,0.0690018,-0.00650037,0.0665547,-0.00683212,0.0648469,-0.00719914,0.0614425,-0.00768356,0.059896,-0.00780762,0.0587502,-0.00782503,0.0581681,-0.0078065,0.0544366,-0.00735568,0.0522362,-0.00669408,0.049603,-0.00538693,0.0473348,-0.00353675,0.0463572,-0.00245308,30,B07,1
0.147789,-0.062346,0.123958,-0.0477305,0.114131,-0.0395306,0.10487,-0.0309885,0.0982633,-0.025003,0.0955565,-0.0226691,0.0885072,-0.0168733,0.0851948,-0.014276,0.0817372,-0.0116355,0.0791241,-0.00977844,0.0780373,-0.00907091,0.0750748,-0.00746691,0.0735212,-0.00688742,0.0716789,-0.00645481,0.0700443,-0.00628825,0.0692625,-0.00631599,0.0689385,-0.00633074,0.0665172,-0.00673787,0.0648125,-0.00710587,0.0614647,-0.00763441,0.0599366,-0.00774493,0.058731,-0.00775999,0.0582119,-0.00776113,0.0544728,-0.00732422,0.0522883,-0.00668493,0.0496418,-0.00538333,0.0473689,-0.00355845,0.0464001,-0.00245875,35,B07,1
