x_tailhead,y_tailhead,intercept,x_ymax,y_ymax,slope,diameter,shape,shoulder,battery,soc,cycle
0.09004651482965931,-0.006401902647707439,0.06268406697911501,0.07558302244488978,-0.007884030749077309,-0.7428924174295425,0.0547248957010886,0.30387014869265905,0,B03,35,2
0.08995379759519037,-0.006155394773709352,0.05576547301522111,0.07509521082164328,-0.007860319392764364,-0.7426083444978239,0.06837664915993852,0.38006538349635205,0,B03,40,2
0.09002481523046091,-0.006043290435229899,0.056141968441870874,0.07491141563126252,-0.007876805878840671,-0.7356472486600635,0.06776569357718007,0.37637230025800034,0,B03,45,2
0.090112374749499,-0.005865081627695107,0.062217005172753505,0.07496349298597195,-0.007880709212752022,-0.7400466857303877,0.05579073915349099,0.30956202912520164,0,B03,50,2
0.09008857915831664,-0.005743710998593905,0.0638241197487646,0.07522229498997995,-0.007882942239844249,-0.7522965693028707,0.05252891881910407,0.2915403889697976,0,B03,55,2
0.0898806987975952,-0.006886862471940508,0.06256532318811046,0.07630177655310622,-0.00782000574266686,-0.8986970725752759,0.05463075121896946,0.30390702314183127,0,B03,5,2
0.09085074348697394,-0.005572454559097445,0.06320163235811525,0.07489873947895791,-0.007865195970722116,-0.8021068945103894,0.05529822225771738,0.3043355515612592,0,B03,60,2
0.08981889438877755,-0.0054859270991718945,0.06323478242758149,0.07441225711422846,-0.007818974395202266,-0.8538389587866028,0.05316822392239212,0.2959746069254402,0,B03,65,2
0.09083498396793588,-0.005356323537467332,0.05887382639061509,0.07414963927855711,-0.007746805269605699,-0.8580147492967936,0.06392231515464157,0.35185956094408355,0,B03,70,2
0.09062667014028056,-0.005187244482791379,0.06402478273658324,0.07428999038076152,-0.007689169408680157,-0.8184639877030384,0.05320377480739463,0.2935326583501346,0,B03,75,2
0.0916501250501002,-0.005079281378694744,0.0632439971702963,0.073589301002004,-0.0076428823110010835,-0.7846379649447857,0.0568122557596078,0.30994096150197065,0,B03,80,2
0.08932621963927856,-0.004790552662149791,0.06335972843214667,0.07347522805611223,-0.007592339564524004,-0.780983136706586,0.05193298241426378,0.2906928258241648,0,B03,85,2
0.08852627234468938,-0.004555931538905579,0.06316291574481052,0.07273573446893788,-0.007524308379748063,-0.773189637347111,0.05072671319975772,0.28650654690534233,0,B03,90,2
0.08852418276553106,-0.004331198694498634,0.06315302176689247,0.07277356152304609,-0.007511976770904528,-0.7966714116776631,0.050742321997277184,0.2866014709883031,0,B03,95,2
0.07815818236472946,-0.006258700079972781,0.05277580229049667,0.06542182965931864,-0.00675066590683757,-2.2017815303756976,0.05076476014846558,0.3247565297230751,0,B04,100,1
0.08080022364729458,-0.0071214917192165775,0.05559982591848591,0.07082967374749499,-0.0075264573599741775,-0.841826795264591,0.050400795457617345,0.31188524723412014,0,B04,10,1
0.07962976452905811,-0.006882785920677701,0.05337228886123905,0.07085986472945892,-0.007512383676914817,-0.8214798515220224,0.05251495133563812,0.3297444846548216,0,B04,15,1
0.07944414268537074,-0.006680370559573984,0.05434788937989877,0.07048708296593187,-0.007468203927663026,-0.8384669959507353,0.050192506610943946,0.3158980946507631,0,B04,20,1
0.08015018336673346,-0.006640606031397892,0.054733044001087514,0.07019974488977956,-0.00740917721789079,-0.7950471702192973,0.0508342787312919,0.3171189172375044,0,B04,25,1
0.07732663627254509,-0.006565922586062617,0.054316165830249834,0.07007993727454909,-0.007371818862659862,-0.7929864131656602,0.04602094088459051,0.2975749567224502,0,B04,30,1
0.07908275651302604,-0.006317631955842968,0.05463638283854238,0.06987108617234469,-0.00733524140881672,-0.7736176351206762,0.04889274734896733,0.3091239449962395,0,B04,35,1
0.07963640400801604,-0.00612888977696925,0.0548035347441899,0.06858139478957916,-0.007277527608135744,-0.7735916564807399,0.049665738527652284,0.311828108930264,0,B04,40,1
0.07959702705410822,-0.0059516977041560466,0.05486160228109984,0.06896216352705412,-0.007216936269410486,-0.7679362002209101,0.04947084954601676,0.31075814874585467,0,B04,45,1
0.07845167915831663,-0.005826894308039619,0.05471771729736778,0.06894485991983967,-0.007146055371735162,-0.7818610201730449,0.047467923721897703,0.3025296859873881,0,B04,50,1
0.0845156615230461,-0.0063529630525442716,0.05484623093620052,0.06947220420841684,-0.00707015222920217,-0.73653993814342,0.05933886117369115,0.3510524564580872,0,B04,55,1
0.08224190160320641,-0.007765195060493025,0.05543874234684181,0.07341517054108217,-0.007845978626561324,-1.1489126100120823,0.05360631851272919,0.3259063656587387,0,B04,5,1
0.0790978869739479,-0.005395661392151577,0.05406171558027393,0.06803963206412826,-0.0069292625982015806,-0.8194375958746442,0.05007234278734794,0.3165213680350275,0,B04,60,1
0.0775536503006012,-0.005410139530234403,0.05511048214779138,0.06831635571142285,-0.006864918051874776,-0.8886692784766856,0.04488633630561964,0.2893889335423821,0,B04,65,1
0.07899030340681362,-0.005128497883177707,0.05320113062154971,0.06901240521042085,-0.0067211600255306335,-0.9066117418251985,0.05157834557052783,0.32648529848588187,0,B04,70,1
0.07873488376753507,-0.004948511096931861,0.054423168664450114,0.06701917875751502,-0.00664184418458433,-0.855155952127631,0.04862343020616991,0.30877946266949924,0,B04,75,1
0.07672704208416833,-0.00490233146531017,0.0548700848316136,0.0670190741482966,-0.00659952083414605,-0.8372611303535115,0.043713914505109475,0.28486641292098824,0,B04,80,1
0.08098176553106212,-0.004879148411785239,0.054807964563083816,0.06720361082164329,-0.0066870447327595384,-0.7801053860963931,0.05234760193595661,0.32320610444012654,0,B04,85,1
0.0779865987975952,-0.004599156495563467,0.05403337822020078,0.06753911623246493,-0.006735013178442039,-0.8060759498877503,0.04790644115478884,0.3071453422345307,0,B04,90,1
0.07860417134268537,-0.004356065738325275,0.05447264561528691,0.06749320561122245,-0.006801801703934936,-0.8224705085895656,0.04826305145479691,0.30700057408141673,0,B04,95,1
0.06492624428857716,-0.005859940115865406,0.04660371822574552,0.06492624428857716,-0.005859940115865406,-2.1827094008593004,0.03664505212566327,0.28220523554995186,0,B04,100,2
0.07052225831663327,-0.006057728363928098,0.05180126120895355,0.07052225831663327,-0.006057728363928098,-0.8902402941727273,0.03744199421535943,0.26546224631130694,0,B04,10,2
0.07035914709418838,-0.006013016637776992,0.05144880005528745,0.07035914709418838,-0.006013016637776992,-0.8246630167165174,0.03782069407780185,0.268768849821133,0,B04,15,2
0.07033510821643287,-0.00589480736159248,0.051174412457298604,0.06332826953907815,-0.005920531429862198,-0.8462104916389318,0.03832139151826852,0.2724200793176233,0,B04,20,2
0.07082610541082164,-0.005884355780779343,0.05112174135134591,0.06286719198396794,-0.005942413167067969,-0.8266454876594652,0.039408728118951464,0.2782076459687005,0,B04,25,2
0.07009753306613226,-0.005671372271806483,0.05078721377388768,0.061820198396793584,-0.0059399764590335035,-0.8223416329739967,0.03862063858448915,0.2754778727238033,0,B04,30,2
0.07103927655310621,-0.005665960088588961,0.05108653030333231,0.06169840681362726,-0.005930310169233276,-0.808002554272126,0.03990549249954781,0.2808692207733563,0,B04,35,2
0.07088806773547095,-0.005484729271061001,0.05090340001309021,0.06181058897795591,-0.005880934381860792,-0.8111424996701685,0.03996933544476147,0.28191864104628167,0,B04,40,2
0.07069371603206413,-0.0053294201937455175,0.05092352893221397,0.061645809819639276,-0.00584256375040587,-0.8019467502059073,0.03954037419970033,0.27965975209003185,0,B04,45,2
0.06365739158316633,-0.005707056024482867,0.0508878971669799,0.06263939238476954,-0.005791083667887567,-0.837882014651405,0.025538988832372864,0.200597198512344,0,B04,50,2
0.07042458156312625,-0.005042888539373509,0.05100860307813007,0.06245896713426854,-0.005758395138254247,-0.8045605611390995,0.038831956969992365,0.27569888317465324,0,B04,55,2
0.0714164869739479,-0.006525789264452996,0.05211439894475744,0.0714164869739479,-0.006525789264452996,-1.1637587342704268,0.038604176058380915,0.27027495816521596,0,B04,5,2
0.07123268857715431,-0.004915613776287059,0.0510459196717833,0.06147310541082164,-0.005719555263164155,-0.8375223879934974,0.04037353781074203,0.28339192733833296,0,B04,60,2
0.07089347815631263,-0.004797614797298106,0.05105211187777546,0.06169348396793587,-0.005624069645133131,-0.9110370325353249,0.03968273255707433,0.27987576282812715,0,B04,65,2
0.06962250501002004,-0.004626277520198004,0.050750524593604275,0.060878812024048094,-0.005493205430935989,-0.9761311169723937,0.03774396083283153,0.2710614967631475,0,B04,70,2
0.06853817855711423,-0.004524793035012711,0.05069373787799197,0.06109841763527055,-0.005475917583816249,-0.9292653109295135,0.03568888135824452,0.26035767297568513,0,B04,75,2
0.06929923106212424,-0.004402667360354707,0.050854713131478164,0.06080380320641282,-0.005518538292761943,-0.902696539868001,0.03688903586129215,0.26615761312143904,0,B04,80,2
0.07019273146292586,-0.004285739776447808,0.05053969093572864,0.06204208617234469,-0.005497580406973885,-0.8734212752012043,0.03930608105439444,0.27998683222033455,0,B04,85,2
0.06867092745490981,-0.004308073806441017,0.05056420545975526,0.060632837274549094,-0.0056363862194664435,-0.8837350028118525,0.0362134439903091,0.263673765103051,0,B04,90,2
0.0686986881763527,-0.004200604328134641,0.050437913054965346,0.06052624408817635,-0.005696456412885061,-0.9151313648218126,0.03652155024277472,0.26580966254422655,0,B04,95,2
0.06126402244488978,-0.006332114378566864,0.04071394424266407,0.06126402244488978,-0.006332114378566864,-1.8792861549028594,0.041100156404451416,0.3354346871479356,0,B05,100,1
0.06227473907815631,-0.006376524233657513,0.04262463532524019,0.054939582364729456,-0.006740234524346405,-0.7999274209244575,0.03930020750583224,0.3155389174453989,0,B05,10,1
0.06235590601202405,-0.006254573163384517,0.0424976770027069,0.055299085170340684,-0.006678450435726808,-0.7852795254854625,0.0397164580186343,0.3184658884675318,0,B05,15,1
0.06196814088176353,-0.006087366709798118,0.04238592267985071,0.054343160521042086,-0.006676046838207068,-0.7739036060919268,0.039164436403825637,0.31600461016373055,0,B05,20,1
